"Название предмета";"Сезонность ниши";"Дата обнаружения";"Комиссия FBO";"Комиссия FBS";"Товары, шт.";"Количество новинок";"Товары с остатками, шт.";"% товаров с остатками";"Товары с движением, шт.";"% товаров с движением";"Товары с продажами, шт.";"% товаров с продажами";"% товаров с продажами от товаров с движением";"Бренды";"Бренды с продажами";"% брендов с продажами";"Продавцы";"Продавцы с продажами";"% продавцов с продажами";"Продажи, шт.";"Выручка, ₽";"Упущенная выручка, ₽";"Упущенная выручка %";"Потенциал, ₽";"Средний % выкупа";"Средний % выкупа с учётом возвратов";"Сумма выкупа, ₽";"Сумма выкупа с учётом возвратов, ₽";"Суммарные остатки, шт.";"Замороженный остаток, шт.";"Замороженный остаток в цене, ₽";"Замороженный остаток, %";"Оборачиваемость, дн.";"Минимальная цена, ₽";"Максимальная цена, ₽";"Средняя цена, ₽";"Медианная цена, ₽";"Минимальная цена с продажами, ₽";"Максимальная цена с продажами, ₽";"Средняя цена с продажами, ₽";"Медианная цена с продажами, ₽";"Средний рейтинг";"Средний рейтинг с продажами";"Средний дробный рейтинг";"Средний дробный рейтинг с продажами";"Количество кликов на карточку";"% добавления в корзину";"% оформления заказов"
"Автоаксессуары и дополнительное оборудование / Спойлеры";"2";"2021-02-12";"26,5";"30";"7432";"660";"27";"0,36";"38";"0,51";"20";"0,27";"52,63";"213";"12";"5,63";"625";"13";"2,08";"307";"160608";"52060";"24,48";"212668";"78,43";"76,86";"125965";"123443";"328";"100";"113992";"30,49";"32";"0";"676597";"2552,29";"1693";"156";"6200";"1606,5";"603,5";"4,56";"4,71";"4,52";"4,62";"45";"7,11";"8,46"
"Ноутбуки и компьютеры / Салазки для накопителей";"2";"2020-12-01";"24,5";"28";"1610";"342";"33";"2,05";"56";"3,48";"44";"2,73";"78,57";"64";"15";"23,44";"251";"23";"9,16";"571";"160000";"23127";"12,63";"183127";"66,67";"66,67";"106672";"106672";"1672";"994";"376933";"59,45";"88";"0";"426837";"2442,51";"1703,5";"68";"934";"317,05";"270";"4,81";"4,78";"4,72";"4,67";"3";"6,96";"6,05"
"Профессиональные музыкальные инструменты / Тамбурины";"2";"2020-01-31";"28,5";"32";"3468";"668";"50";"1,44";"77";"2,22";"45";"1,3";"58,44";"101";"12";"11,88";"441";"14";"3,17";"166";"159537";"182164";"53,31";"341701";"100";"100";"159537";"159537";"86";"50";"74129";"58,14";"16";"0";"228000";"2893,27";"1911";"144";"9096";"1105,16";"851";"4,79";"4,89";"4,74";"4,82";"2";"22,5";"15,26"
"Мебель малых форм / Обеденные группы";"2";"2021-06-18";"26,5";"30";"5019";"444";"6";"0,12";"11";"0,22";"5";"0,1";"45,45";"54";"5";"9,26";"179";"5";"2,79";"8";"159369";"145885";"47,79";"305254";"95,49";"95,49";"152181";"152181";"40";"40";"268909";"100";"150";"0";"339712";"34834,37";"25790";"4585";"64800";"26695,8";"17325";"4,7";"5";"4,66";"4,76";"171";"6,68";"5,56"
"Автоаксессуары и дополнительное оборудование / Пороги силовые";"3";"2022-03-10";"26,5";"30";"22150";"1989";"47";"0,21";"74";"0,33";"40";"0,18";"54,05";"79";"10";"12,66";"456";"15";"3,29";"74";"159186";"19877";"11,1";"179063";"100";"100";"159186";"159186";"59";"43";"137361";"72,88";"24";"0";"108856";"5116,9";"2215";"458";"13374";"2596,48";"1594,5";"4,77";"4,95";"4,74";"4,82";"1";"13,64";"nan"
"Товары для животных / Напитки для животных";"3";"2020-06-29";"21,5";"25";"667";"227";"11";"1,65";"41";"6,15";"31";"4,65";"75,61";"31";"11";"35,48";"71";"7";"9,86";"56";"158889";"96528";"37,79";"255417";"100";"100";"158889";"158889";"11";"10";"26871";"90,91";"6";"0";"155600";"2012,2";"1189";"277";"15029";"3241,68";"2388";"4,87";"4,97";"4,82";"4,88";"4";"6,76";"8,49"
"Продукты / Рулеты";"2";"2020-01-25";"21,5";"25";"3209";"212";"39";"1,22";"113";"3,52";"84";"2,62";"74,34";"72";"18";"25";"203";"32";"15,76";"498";"158534";"24531";"13,4";"183065";"84,62";"84,62";"134151";"134151";"758";"479";"125946";"63,19";"46";"0";"75100";"1165,56";"783";"96";"2711";"670,11";"583";"4,68";"4,93";"4,63";"4,83";"2";"5,75";"5,38"
"Автозапчасти / Контрольные блоки свечей накаливания";"2";"2024-02-10";"21,5";"25";"340";"153";"27";"7,94";"31";"9,12";"23";"6,76";"74,19";"22";"9";"40,91";"62";"3";"4,84";"111";"158352";"37974";"19,34";"196326";"0";"0";"0";"0";"177";"77";"73316";"43,5";"48";"140";"91500";"2122,8";"756";"140";"7478";"1879,22";"919";"4,75";"4,68";"4,69";"4,59";"0";"0";"0"
"Спортивные аксессуары / Гурты для лошадей";"3";"2022-09-15";"29,5";"33";"297";"78";"4";"1,35";"12";"4,04";"10";"3,37";"83,33";"10";"7";"70";"71";"6";"8,45";"47";"158201";"273251";"63,33";"431452";"75";"75";"118651";"118651";"11";"6";"22320";"54,55";"7";"0";"60800";"2104,46";"922";"830";"5344";"3538,2";"3699";"4,92";"5";"4,85";"4,93";"6";"13,72";"10,8"
"Профессиональные музыкальные инструменты / Лиры";"3";"2021-06-15";"28,5";"32";"486";"58";"14";"2,88";"15";"3,09";"10";"2,06";"66,67";"21";"2";"9,52";"101";"2";"1,98";"35";"157740";"110582";"41,21";"268322";"100";"100";"157740";"157740";"244";"196";"841086";"80,33";"209";"0";"370103";"30432,63";"5517";"3440";"6185";"4511";"4458,5";"4,81";"5";"4,74";"4,87";"0";"0";"0"
"Одежда для малышей / Твинсеты для малышей";"3";"2020-01-25";"34,5";"38";"2785";"901";"12";"0,43";"13";"0,47";"4";"0,14";"30,77";"8";"1";"12,5";"192";"2";"1,04";"193";"157388";"19401";"10,97";"176789";"0";"0";"0";"0";"293";"269";"411518";"91,81";"46";"0";"1175169";"3756,59";"1233";"669";"1551";"1087,5";"1065";"4,78";"5";"4,73";"4,97";"nan";"nan";"nan"
"Спортивные аксессуары / Карточки судейские";"2";"2021-03-05";"24,5";"28";"481";"95";"29";"6,03";"35";"7,28";"21";"4,37";"60";"38";"15";"39,47";"109";"15";"13,76";"606";"157341";"19159";"10,85";"176500";"92,31";"92,31";"145241";"145241";"856";"248";"79487";"28,97";"42";"0";"60800";"1196,86";"645";"87";"1316";"348,43";"227";"4,69";"4,76";"4,6";"4,63";"9";"16,34";"18,46"
"Продукты / Хлопья пшеничные";"1";"2020-01-25";"16,5";"20";"565";"20";"12";"2,12";"25";"4,42";"17";"3,01";"68";"81";"10";"12,35";"165";"13";"7,88";"1652";"157064";"11774";"6,97";"168838";"96,95";"96,95";"152274";"152274";"4173";"1839";"175292";"44,07";"76";"25";"75100";"890,78";"565";"81";"954";"326,94";"218";"4,71";"4,94";"4,62";"4,84";"13";"15,75";"18,06"
"Здоровье / Столы массажные";"2";"2020-09-16";"31,5";"35";"3981";"336";"21";"0,53";"40";"1";"27";"0,68";"67,5";"105";"6";"5,71";"366";"6";"1,64";"34";"157021";"8666";"5,23";"165687";"82,52";"82,13";"129574";"128961";"23";"13";"92541";"56,52";"20";"0";"397960";"19909,87";"10368";"619";"29879";"4447,15";"663";"4,59";"4,84";"4,52";"4,69";"55";"6,52";"14,94"
"Спортивные аксессуары / Шингарты";"3";"2020-01-25";"29,5";"33";"6128";"1996";"46";"0,75";"58";"0,95";"36";"0,59";"62,07";"31";"10";"32,26";"157";"14";"8,92";"137";"156391";"13790";"8,1";"170181";"66,67";"33,33";"104266";"52125";"441";"301";"366624";"68,25";"97";"0";"12728";"911,98";"736";"330";"3092";"1054,33";"715";"4,6";"4,61";"4,5";"4,52";"6";"5,55";"5,62"
"Канцелярские товары / Почтовые марки";"2";"2021-05-20";"29,5";"33";"54664";"5340";"214";"0,39";"461";"0,84";"279";"0,51";"60,52";"45";"16";"35,56";"177";"26";"14,69";"454";"156278";"126843";"44,8";"283121";"100";"100";"156278";"156278";"517";"316";"156443";"61,12";"34";"0";"225584";"832,59";"538";"90";"4077";"308,26";"233";"4,95";"4,94";"4,93";"4,9";"0";"0";"0"
"Строительные материалы / Саморезы в ленте";"2";"2021-09-15";"28,5";"32";"618";"98";"25";"4,05";"28";"4,53";"11";"1,78";"39,29";"42";"6";"14,29";"96";"6";"6,25";"167";"155949";"14719";"8,62";"170668";"100";"100";"155949";"155949";"381";"194";"242424";"50,92";"68";"0";"62402";"2385,81";"1216,5";"376";"2298";"1089,64";"936";"4,96";"5";"4,9";"4,85";"1";"nan";"nan"
"Товары для курения / Чистящие средства для кальяна";"2";"2020-01-25";"28,5";"32";"505";"161";"9";"1,78";"17";"3,37";"15";"2,97";"88,24";"49";"7";"14,29";"88";"11";"12,5";"186";"155799";"57204";"26,86";"213003";"100";"100";"155799";"155799";"348";"106";"144147";"30,46";"56";"0";"93370";"1605,98";"387";"219";"6364";"1057,93";"508";"4,51";"4,45";"4,44";"4,5";"0";"0";"0"
"Автозапчасти / Прокладки масляного поддона";"2";"2021-06-05";"26,5";"30";"14418";"1242";"240";"1,66";"333";"2,31";"144";"1";"43,24";"328";"59";"17,99";"525";"86";"16,38";"506";"155303";"45711";"22,74";"201014";"88,3";"88,3";"137133";"137133";"2517";"2044";"622037";"81,21";"149";"0";"103419";"1668,74";"1105,5";"56";"5979";"593,19";"359";"4,74";"4,88";"4,7";"4,79";"2";"7,87";"10,19"
"Спортивные аксессуары / Вешалки для спортивной формы";"2";"2020-01-25";"29,5";"33";"735";"54";"33";"4,49";"45";"6,12";"17";"2,31";"37,78";"114";"12";"10,53";"211";"13";"6,16";"74";"154802";"27320";"15";"182122";"87,5";"87,5";"135452";"135452";"86";"60";"112099";"69,77";"35";"0";"124049";"3029,27";"1362";"200";"3410";"2070,12";"2205";"4,5";"5";"4,45";"4,9";"10";"8,91";"23,72"
"Строительные материалы / Комплектующие для сайдинга";"3";"2023-02-14";"28,5";"32";"3173";"491";"131";"4,13";"164";"5,17";"34";"1,07";"20,73";"28";"7";"25";"212";"11";"5,19";"66";"154718";"7399";"4,56";"162117";"100";"100";"154718";"154718";"222";"195";"629610";"87,84";"101";"0";"60800";"2729,51";"1607";"233";"8506";"2389,18";"2074";"4,82";"4,75";"4,79";"4,68";"2";"4,9";"4,16"
"Продукты / Сыры жареные";"3";"2022-04-21";"16,5";"20";"24";"4";"9";"37,5";"10";"41,67";"8";"33,33";"80";"4";"2";"50";"10";"3";"30";"139";"154088";"40239";"20,71";"194327";"0";"0";"0";"0";"60";"10";"11046";"16,67";"13";"0";"1297";"881,12";"999,5";"1030";"1135";"1113,38";"1120";"4,68";"4,75";"4,52";"4,54";"0";"0";"0"
"Фото и Видеотехника / Средства для чистки оптики";"2";"2020-06-17";"28,5";"32";"7821";"938";"60";"0,77";"95";"1,21";"65";"0,83";"68,42";"196";"35";"17,86";"560";"38";"6,79";"435";"153827";"179334";"53,83";"333161";"97,06";"97,06";"149304";"149304";"659";"314";"193672";"47,65";"45";"0";"135167";"1525,27";"1557";"82";"5314";"576,91";"381";"4,73";"4,86";"4,67";"4,78";"4";"9,04";"16,87"
"Спортивный товар / Пеги велосипедные";"2";"2020-10-24";"27,5";"31";"4042";"1295";"86";"2,13";"99";"2,45";"65";"1,61";"65,66";"80";"12";"15";"211";"16";"7,58";"351";"153378";"3481";"2,22";"156859";"100";"100";"153378";"153378";"1322";"905";"356171";"68,46";"113";"0";"384670";"1283,13";"716";"157";"1981";"458,54";"434";"4,49";"4,72";"4,41";"4,59";"2";"10,21";"2,16"
"Аксессуары / Формодержатели для сумок";"3";"2021-06-11";"34,5";"38";"12692";"6131";"16";"0,13";"18";"0,14";"12";"0,09";"66,67";"10";"4";"40";"186";"4";"2,15";"221";"153073";"8554";"5,29";"161627";"100";"100";"153073";"153073";"251";"59";"56900";"23,51";"34";"0";"69800";"1062,44";"960,5";"375";"1376";"916";"997";"4,91";"5";"4,84";"4,94";"0";"0";"0"
"Игровые консоли и игры / Камеры для игровых консолей";"3";"2020-02-08";"21,5";"25";"1175";"471";"12";"1,02";"18";"1,53";"10";"0,85";"55,56";"45";"4";"8,89";"138";"9";"6,52";"252";"152918";"26224";"14,64";"179142";"100";"100";"152918";"152918";"127";"36";"40967";"28,35";"15";"0";"147800";"2343,41";"1523";"449";"4090";"2155,6";"2414";"4,4";"3,78";"4,35";"3,71";"2";"5,49";"nan"
"Отделочные материалы / Заглушки для подоконника";"1";"2021-10-22";"23,5";"27";"1294";"390";"89";"6,88";"143";"11,05";"91";"7,03";"63,64";"90";"20";"22,22";"155";"28";"18,06";"940";"152838";"42008";"21,56";"194846";"0";"0";"0";"0";"2667";"1990";"308588";"74,62";"85";"0";"94500";"1095,5";"435";"89";"1685";"292,79";"232";"4,83";"4,91";"4,74";"4,82";"1";"2,44";"nan"
"Игрушки / Ведерки детские";"2";"2020-01-25";"28,5";"32";"6402";"1935";"109";"1,7";"157";"2,45";"90";"1,41";"57,32";"157";"17";"10,83";"399";"33";"8,27";"472";"151994";"67893";"30,88";"219887";"100";"100";"151994";"151994";"498";"263";"340080";"52,81";"32";"0";"618914";"8154,99";"1443";"93";"1490";"420,01";"283";"4,74";"4,67";"4,69";"4,66";"2";"5,9";"2,56"
"Текстиль для дома / Зажимы для скатерти";"2";"2020-01-25";"29,5";"33";"5474";"1709";"82";"1,5";"103";"1,88";"56";"1,02";"54,37";"230";"27";"11,74";"917";"33";"3,6";"701";"151694";"58393";"27,79";"210087";"93,24";"91,55";"141439";"138876";"3071";"2432";"838446";"79,19";"131";"0";"71250";"1013,71";"831";"98";"1878";"293,54";"213";"4,7";"4,89";"4,63";"4,76";"7";"10";"27,16"
"Декор интерьера / Стеклянные клоши";"3";"2020-10-05";"29,5";"33";"5624";"1689";"17";"0,3";"19";"0,34";"13";"0,23";"68,42";"67";"2";"2,99";"268";"2";"0,75";"90";"150930";"0";"0";"150930";"72,12";"71,98";"108851";"108639";"95";"40";"63755";"42,11";"32";"0";"320128";"2196";"1431,5";"1171";"2887";"1692,77";"1697";"4,43";"5";"4,38";"4,68";"2";"5,64";"5,68"
"Здоровье / Контактные среды";"2";"2020-06-28";"25,5";"29";"723";"94";"10";"1,38";"14";"1,94";"10";"1,38";"71,43";"52";"3";"5,77";"214";"7";"3,27";"570";"150465";"66893";"30,78";"217358";"100";"100";"150465";"150465";"853";"234";"68675";"27,43";"45";"0";"16842";"1155,5";"642";"207";"2400";"917,2";"820";"4,82";"4,78";"4,79";"4,78";"27";"15,01";"53,07"
"Автозапчасти / Приводы дверей";"3";"2021-10-04";"26,5";"30";"1465";"305";"31";"2,12";"50";"3,41";"29";"1,98";"58";"113";"13";"11,5";"222";"21";"9,46";"359";"150191";"66233";"30,6";"216424";"100";"100";"150191";"150191";"341";"101";"118771";"29,62";"28";"0";"390600";"3325,25";"1126";"175";"6914";"1473,34";"942";"4,81";"4,92";"4,75";"4,77";"3";"27";"22,2"
"Отделочные материалы / Стеклообои";"1";"2023-10-04";"28,5";"32";"1803";"404";"17";"0,94";"28";"1,55";"17";"0,94";"60,71";"20";"5";"25";"92";"5";"5,43";"112";"150055";"82224";"35,4";"232279";"88,1";"87,91";"132198";"131913";"51";"29";"145334";"56,86";"14";"0";"167283";"2419,33";"1673";"296";"5596";"3211,41";"2897";"4,68";"4,88";"4,67";"4,79";"15";"5,74";"11,19"
"Продукты / Консервы ягодные";"3";"2020-10-27";"21,5";"25";"883";"78";"12";"1,36";"40";"4,53";"31";"3,51";"77,5";"78";"13";"16,67";"139";"25";"17,99";"172";"149800";"66908";"30,87";"216708";"89,23";"89,23";"133667";"133667";"51";"17";"12852";"33,33";"9";"0";"224089";"1211,18";"733";"211";"1717";"768,71";"682";"4,72";"4,79";"4,67";"4,67";"7";"14,26";"10,66"
"Одежда для малышей / Пуховики для малышей";"3";"2020-01-25";"34,5";"38";"1058";"169";"45";"4,25";"54";"5,1";"24";"2,27";"44,44";"53";"7";"13,21";"143";"13";"9,09";"76";"149403";"39840";"21,05";"189243";"100";"100";"149403";"149403";"141";"102";"399245";"72,34";"56";"0";"31944";"3424,71";"2405";"638";"11279";"2927,92";"2364,5";"4,6";"4,4";"4,56";"4,38";"1";"nan";"nan"
"Аксессуары / Очки для ювелирных работ";"2";"2020-11-07";"34,5";"38";"2167";"847";"35";"1,62";"57";"2,63";"33";"1,52";"57,89";"63";"13";"20,63";"273";"22";"8,06";"117";"149159";"85733";"36,5";"234892";"100";"100";"149159";"149159";"263";"184";"149669";"69,96";"67";"100";"144058";"1549,22";"613";"306";"20753";"2882,82";"735";"4,41";"4,79";"4,35";"4,58";"nan";"5,56";"nan"
"Автоаксессуары и дополнительное оборудование / Нагнетатели смазки";"3";"2021-07-30";"26,5";"30";"2038";"217";"42";"2,06";"59";"2,89";"26";"1,28";"44,07";"147";"13";"8,84";"269";"23";"8,55";"46";"148186";"28530";"16,14";"176716";"100";"100";"148186";"148186";"109";"80";"169080";"73,39";"71";"0";"550005";"5201,96";"1682";"203";"12384";"3522,35";"2597";"4,57";"4,57";"4,51";"4,48";"1";"1,31";"nan"
"Аксессуары для обуви / Подкладки для обуви";"3";"2020-01-25";"34,5";"38";"4572";"1007";"100";"2,19";"131";"2,87";"63";"1,38";"48,09";"136";"26";"19,12";"502";"43";"8,57";"382";"148180";"74745";"33,53";"222925";"100";"100";"148180";"148180";"873";"574";"164000";"65,75";"69";"0";"69800";"773,64";"721";"72";"2214";"462,49";"297";"4,57";"4,7";"4,51";"4,57";"1";"4,7";"nan"
"Сантехника / Люки канализационные";"2";"2021-06-03";"20,5";"24";"2907";"227";"62";"2,13";"107";"3,68";"60";"2,06";"56,07";"65";"23";"35,38";"154";"26";"16,88";"80";"148171";"164386";"52,59";"312557";"0";"0";"0";"0";"103";"84";"179495";"81,55";"39";"0";"193206";"2814,27";"1526";"213";"4968";"1893,28";"1861,5";"4,81";"4,88";"4,71";"4,73";"9";"3,35";"0,54"
"Автозапчасти / Ходовые части в сборе";"3";"2021-10-23";"26,5";"30";"2658";"134";"70";"2,63";"92";"3,46";"32";"1,2";"34,78";"103";"15";"14,56";"208";"23";"11,06";"54";"147564";"36796";"19,96";"184360";"72,73";"72,73";"107323";"107323";"120";"99";"335330";"82,5";"67";"0";"78000";"4490,25";"1859,5";"158";"36539";"3239,12";"763";"4,79";"4,75";"4,74";"4,62";"11";"4,79";"9,71"
"Продукты / Фруктовые пастилки";"2";"2020-01-25";"21,5";"25";"1552";"23";"43";"2,77";"97";"6,25";"68";"4,38";"70,1";"138";"22";"15,94";"308";"34";"11,04";"423";"147452";"146878";"49,9";"294330";"83,33";"83,33";"122872";"122872";"317";"234";"102455";"73,82";"22";"0";"11454";"860,27";"514";"118";"2219";"471,68";"323";"4,67";"4,64";"4,6";"4,53";"3";"12,74";"8,67"
"Декор интерьера / Упоры поясничные";"2";"2020-01-25";"29,5";"33";"13918";"2869";"73";"0,52";"96";"0,69";"41";"0,29";"42,71";"199";"19";"9,55";"698";"33";"4,73";"128";"146901";"89630";"37,89";"236531";"40";"40";"58760";"58760";"332";"197";"332463";"59,34";"78";"0";"560224";"4365,28";"2159";"301";"4593";"1525,56";"849";"4,56";"4,74";"4,48";"4,55";"4";"7,7";"9,58"
"Канцелярские товары / Холдеры для коллекционирования";"2";"2021-01-28";"24,5";"28";"2892";"883";"99";"3,42";"143";"4,94";"92";"3,18";"64,34";"42";"11";"26,19";"184";"16";"8,7";"519";"146449";"35600";"19,56";"182049";"100";"100";"146449";"146449";"865";"584";"452129";"67,51";"50";"0";"429505";"1363,87";"532";"65";"1441";"360,79";"256";"4,92";"4,99";"4,88";"4,95";"1";"nan";"nan"
"Красота / Чаши для бритья";"2";"2020-01-25";"32,5";"36";"937";"214";"34";"3,63";"50";"5,34";"34";"3,63";"68";"57";"14";"24,56";"157";"17";"10,83";"223";"146432";"53419";"26,73";"199851";"86,54";"86,54";"126722";"126722";"458";"254";"129751";"55,46";"62";"0";"10819";"1582,63";"1133";"205";"7567";"1551,41";"1041";"4,82";"4,83";"4,75";"4,7";"10";"9,26";"37,84"
"Автозапчасти / Кольца синхронизатора";"3";"2022-02-03";"26,5";"30";"3816";"530";"78";"2,04";"108";"2,83";"49";"1,28";"45,37";"168";"25";"14,88";"243";"33";"13,58";"170";"146379";"23151";"13,66";"169530";"75";"75";"109784";"109784";"446";"316";"1088254";"70,85";"79";"0";"397110";"7287,84";"5141";"126";"10438";"1366,96";"801";"4,6";"4,32";"4,55";"4,33";"1";"4,9";"5,97"
"Строительные материалы / Саморезы для сэндвич панелей";"3";"2021-11-22";"28,5";"32";"983";"47";"49";"4,98";"53";"5,39";"18";"1,83";"33,96";"41";"4";"9,76";"109";"9";"8,26";"46";"146342";"7410";"4,82";"153752";"91,3";"91,3";"133610";"133610";"142";"107";"218150";"75,35";"93";"0";"160681";"7427,98";"1350";"416";"18040";"4395,56";"1455";"4,6";"4,9";"4,57";"4,88";"2";"4,14";"4,85"
"Садовые инструменты и полив / Вилки садовые";"3";"2020-01-25";"29,5";"33";"2430";"535";"80";"3,29";"94";"3,87";"45";"1,85";"47,87";"213";"22";"10,33";"628";"29";"4,62";"199";"145611";"23032";"13,66";"168643";"100";"100";"145611";"145611";"1626";"1417";"715901";"87,15";"245";"0";"76030";"1152,68";"697,5";"38";"1899";"840,09";"535";"4,61";"4,83";"4,56";"4,77";"4";"8,23";"22,07"
"Ручной инструмент и оснастка / Губки малярные";"3";"2020-07-30";"31,5";"35";"1413";"317";"34";"2,41";"50";"3,54";"34";"2,41";"68";"56";"15";"26,79";"151";"15";"9,93";"143";"145539";"39829";"21,49";"185368";"79,94";"79,29";"116344";"115398";"286";"165";"188504";"57,69";"60";"0";"58800";"961,55";"705";"179";"3797";"1043,09";"871";"4,64";"4,85";"4,59";"4,78";"21";"5,79";"11,87"
"Сантехника / Гигиенические поддоны под мойку";"2";"2024-03-02";"27,5";"31";"1413";"418";"6";"0,42";"13";"0,92";"12";"0,85";"92,31";"12";"4";"33,33";"119";"5";"4,2";"163";"145359";"52779";"26,64";"198138";"0";"0";"0";"0";"128";"91";"70118";"71,09";"24";"0";"214753";"2687,1";"574";"635";"1860";"993,58";"918";"4,66";"4,67";"4,56";"4,57";"0";"0";"0"
"Автохимия и автокосметика / Лосьоны для кожи салона";"2";"2020-01-25";"26,5";"30";"4928";"1375";"61";"1,24";"98";"1,99";"65";"1,32";"66,33";"250";"26";"10,4";"739";"37";"5,01";"293";"145327";"56004";"27,82";"201331";"77,42";"75,81";"112512";"110172";"1350";"1053";"791594";"78";"138";"0";"144058";"1040,19";"512";"150";"3266";"745,98";"534";"4,77";"4,93";"4,7";"4,77";"4";"8,25";"17,19"
"Для праздника / Баллоны с гелием";"1";"2021-07-30";"32,5";"36";"203";"21";"2";"0,99";"18";"8,87";"17";"8,37";"94,44";"10";"3";"30";"48";"6";"12,5";"38";"144985";"159044";"52,31";"304029";"84,75";"84,75";"122875";"122875";"2";"1";"3171";"50";"2";"0";"57800";"3181,48";"3150";"143";"7800";"3520,53";"3776";"4,54";"5";"4,41";"4,7";"10";"nan";"nan"
"Спортивные аксессуары / Скрадки маскировочные";"3";"2021-04-07";"29,5";"33";"1361";"233";"17";"1,25";"28";"2,06";"16";"1,18";"57,14";"26";"6";"23,08";"196";"13";"6,63";"27";"144762";"110249";"43,23";"255011";"93,42";"93,42";"135237";"135237";"39";"29";"153651";"74,36";"43";"0";"60800";"3450,2";"1485";"202";"14525";"5688";"3506";"4,66";"4,36";"4,59";"4,19";"11";"3,98";"9,18"
"Спортивный товар / Ретриверы рыболовные";"2";"2021-09-10";"22,5";"26";"906";"229";"76";"8,39";"92";"10,15";"68";"7,51";"73,91";"43";"17";"39,53";"153";"19";"12,42";"685";"144707";"13891";"8,76";"158598";"100";"100";"144707";"144707";"2047";"1502";"489222";"73,38";"90";"0";"216000";"1155,31";"577";"112";"2677";"329,82";"183,5";"4,88";"4,97";"4,8";"4,86";"1";"10,47";"nan"
"Товары для малышей / Салфетки для груди";"2";"2020-01-25";"26,5";"30";"2348";"190";"23";"0,98";"40";"1,7";"25";"1,06";"62,5";"47";"6";"12,77";"168";"9";"5,36";"419";"144182";"190552";"56,93";"334734";"87,5";"87,5";"126159";"126159";"1092";"727";"359033";"66,58";"78";"0";"466854";"2850,14";"1491";"107";"1747";"818,56";"722";"4,85";"4,95";"4,79";"4,86";"2";"16,39";"12,6"
"Автоаксессуары и дополнительное оборудование / Кронштейны запасного колеса для прицепа";"2";"2022-05-21";"26,5";"30";"1190";"396";"9";"0,76";"15";"1,26";"11";"0,92";"73,33";"42";"6";"14,29";"113";"8";"7,08";"95";"143911";"400";"0,28";"144311";"92,31";"92,31";"132844";"132844";"259";"144";"172015";"55,6";"82";"0";"180072";"2710,89";"1143";"1129";"1934";"1475,36";"1425";"4,78";"4,91";"4,71";"4,82";"9";"2,73";"0,73"
"Товары для отдыха и кемпинга / Жидкости для биотуалетов";"2";"2020-01-25";"28,5";"32";"3697";"268";"17";"0,46";"36";"0,97";"23";"0,62";"63,89";"236";"17";"7,2";"580";"19";"3,28";"197";"143409";"96552";"40,24";"239961";"92,9";"92,88";"133227";"133198";"181";"108";"103152";"59,67";"28";"0";"60800";"1294,14";"1020";"155";"2132";"811,52";"722";"4,84";"5";"4,74";"4,79";"24";"11,08";"25,06"
"Автозапчасти / Вкладыши нижней головки шатуна";"2";"2022-01-06";"26,5";"30";"13746";"1070";"265";"1,93";"328";"2,39";"93";"0,68";"28,35";"187";"21";"11,23";"276";"30";"10,87";"133";"143167";"37681";"20,84";"180848";"88,89";"88,89";"127261";"127261";"344";"299";"376138";"86,92";"78";"0";"190728";"3090,09";"1802";"42";"10697";"1264,34";"960";"4,59";"4,72";"4,57";"4,65";"6";"4,59";"3,53"
"Фото и Видеотехника / Переходные кольца";"2";"2021-10-12";"28";"31,5";"4438";"385";"124";"2,79";"165";"3,72";"68";"1,53";"41,21";"112";"24";"21,43";"196";"20";"10,2";"170";"143081";"35002";"19,65";"178083";"66,67";"61,54";"95392";"88052";"409";"309";"520276";"75,55";"72";"0";"74001";"2302,05";"1184,5";"86";"8351";"1258,18";"658";"4,68";"4,77";"4,65";"4,74";"2";"5,55";"3,63"
"Отделочные материалы / Плитка керамическая";"3";"2021-04-24";"28,5";"32";"9406";"2611";"12";"0,13";"48";"0,51";"36";"0,38";"75";"168";"12";"7,14";"197";"13";"6,6";"79";"142787";"179789";"55,74";"322576";"81,82";"81,82";"116828";"116828";"38";"38";"81668";"100";"14";"0";"94361";"2392,17";"2004";"556";"5149";"1838,28";"1968";"4,78";"4,97";"4,73";"4,86";"19";"6,44";"8,87"
"Строительные материалы / Полосы металлические";"2";"2021-07-31";"28,5";"32";"4798";"230";"103";"2,15";"220";"4,59";"131";"2,73";"59,55";"41";"16";"39,02";"101";"23";"22,77";"227";"142684";"30645";"17,68";"173329";"66,67";"66,67";"95127";"95127";"146";"126";"145320";"86,3";"19";"0";"110781";"1613,19";"994";"159";"3007";"652,79";"429";"4,83";"4,86";"4,8";"4,8";"3";"3,51";"7,01"
"Здоровье / Жилеты фиксирующие";"3";"2021-05-11";"25,5";"29";"462";"265";"12";"2,6";"18";"3,9";"13";"2,81";"72,22";"23";"7";"30,43";"104";"9";"8,65";"191";"142426";"28748";"16,79";"171174";"80";"80";"113941";"113941";"420";"222";"135094";"52,86";"66";"0";"27506";"1218,63";"654";"183";"3114";"1217,69";"811";"4,35";"5";"4,25";"4,77";"4";"2,92";"9,41"
