"Название предмета";"Сезонность ниши";"Дата обнаружения";"Комиссия FBO";"Комиссия FBS";"Товары, шт.";"Количество новинок";"Товары с остатками, шт.";"% товаров с остатками";"Товары с движением, шт.";"% товаров с движением";"Товары с продажами, шт.";"% товаров с продажами";"% товаров с продажами от товаров с движением";"Бренды";"Бренды с продажами";"% брендов с продажами";"Продавцы";"Продавцы с продажами";"% продавцов с продажами";"Продажи, шт.";"Выручка, ₽";"Упущенная выручка, ₽";"Упущенная выручка %";"Потенциал, ₽";"Средний % выкупа";"Средний % выкупа с учётом возвратов";"Сумма выкупа, ₽";"Сумма выкупа с учётом возвратов, ₽";"Суммарные остатки, шт.";"Замороженный остаток, шт.";"Замороженный остаток в цене, ₽";"Замороженный остаток, %";"Оборачиваемость, дн.";"Минимальная цена, ₽";"Максимальная цена, ₽";"Средняя цена, ₽";"Медианная цена, ₽";"Минимальная цена с продажами, ₽";"Максимальная цена с продажами, ₽";"Средняя цена с продажами, ₽";"Медианная цена с продажами, ₽";"Средний рейтинг";"Средний рейтинг с продажами";"Средний дробный рейтинг";"Средний дробный рейтинг с продажами";"Количество кликов на карточку";"% добавления в корзину";"% оформления заказов"
"Для праздника / Флаги";"2";"2020-01-25";"32,5";"36";"138976";"18263";"9463";"6,81";"11656";"8,39";"6222";"4,48";"53,38";"1084";"322";"29,7";"2449";"405";"16,54";"65741";"25826940";"2959743";"10,28";"28786683";"89,91";"89,67";"23221002";"23159017";"239115";"180189";"82910911";"75,36";"109";"0";"900000";"1036,12";"715";"59";"27000";"577,79";"503";"4,89";"4,95";"4,84";"4,88";"8";"9,55";"15,81"
"Техника для кухни / Фритюрницы электрические";"2";"2020-01-25";"24,5";"28";"11956";"1839";"181";"1,51";"317";"2,65";"223";"1,87";"70,35";"902";"63";"6,98";"2366";"132";"5,58";"6995";"25816058";"10828784";"29,55";"36644842";"78,38";"76,35";"20234626";"19710560";"7732";"2760";"11801463";"35,7";"33";"0";"779922";"14401,65";"5378,5";"166";"27276";"4375,13";"3791";"4,59";"4,92";"4,51";"4,76";"108";"7,6";"9,26"
"Аксессуары для электроники / Виртуальные очки";"2";"2020-01-25";"29,5";"33";"14572";"2783";"362";"2,48";"601";"4,12";"420";"2,88";"69,88";"684";"100";"14,62";"2268";"173";"7,63";"6297";"25814058";"16681991";"39,26";"42496049";"79,59";"78,16";"20545409";"20176268";"6974";"3820";"21215495";"54,77";"33";"0";"2501250";"13826,69";"2878,5";"41";"88691";"6167,91";"3245,5";"4,27";"4,35";"4,23";"4,32";"25";"9,46";"10,26"
"Канцелярские товары / Планеры";"2";"2020-01-25";"29,5";"33";"36459";"2230";"2169";"5,95";"2878";"7,89";"2178";"5,97";"75,68";"989";"273";"27,6";"1887";"357";"18,92";"58271";"25765827";"6358754";"19,79";"32124581";"83,44";"83,11";"21499006";"21413979";"97574";"50377";"21954313";"51,63";"50";"0";"900000";"1084,73";"519,5";"41";"17178";"521,5";"404";"4,82";"4,94";"4,76";"4,84";"35";"5,58";"18,08"
"Аксессуары для волос / Канекалон";"2";"2020-01-25";"34,5";"38";"28153";"796";"3383";"12,02";"4252";"15,1";"2833";"10,06";"66,63";"755";"138";"18,28";"1189";"164";"13,79";"43986";"25718024";"3802829";"12,88";"29520853";"79,27";"79,22";"20386678";"20373819";"95056";"53449";"31363149";"56,23";"65";"0";"69800";"824,25";"397";"38";"9116";"628,56";"406";"4,75";"4,87";"4,68";"4,77";"19";"10,31";"24,18"
"Ручной инструмент и оснастка / Стремянки";"1";"2020-01-25";"31,5";"35";"15877";"1632";"491";"3,09";"775";"4,88";"550";"3,46";"70,97";"504";"100";"19,84";"1752";"159";"9,08";"10941";"25661070";"7892490";"23,52";"33553560";"84,02";"82,66";"21560431";"21211440";"18911";"9887";"27911662";"52,28";"52";"0";"4193500";"7690,97";"4652,5";"220";"32441";"3805,87";"3036";"4,78";"4,92";"4,7";"4,8";"32";"5,69";"7,61"
"Игрушки / Пирамидки";"1";"2020-01-25";"28,5";"32";"52152";"4644";"946";"1,81";"1226";"2,35";"738";"1,42";"60,2";"1686";"207";"12,28";"2910";"273";"9,38";"57429";"25605724";"3643284";"12,46";"29249008";"89,7";"89,26";"22968334";"22855669";"66544";"23770";"11652549";"35,72";"35";"0";"900000";"1529,62";"958";"115";"3754";"724,99";"535,5";"4,78";"4,88";"4,72";"4,77";"96";"9,19";"20,07"
"Автоаксессуары и дополнительное оборудование / Автономные отопители";"3";"2021-04-13";"26,5";"30";"12831";"2622";"557";"4,34";"1287";"10,03";"1071";"8,35";"83,22";"489";"115";"23,52";"1507";"201";"13,34";"18381";"25525672";"18762542";"42,36";"44288214";"76,36";"66,36";"19491403";"16938836";"9375";"3093";"4510403";"32,99";"15";"0";"149393";"4479,64";"1681,5";"121";"60427";"3253,95";"979";"4,67";"4,75";"4,61";"4,66";"15";"2,32";"5,96"
"Оргтехника / Принтеры для печати этикеток";"1";"2020-06-05";"24,5";"28";"14989";"2313";"277";"1,85";"423";"2,82";"301";"2,01";"71,16";"390";"45";"11,54";"1350";"89";"6,59";"7354";"25512536";"6441242";"20,16";"31953778";"83,94";"83,21";"21415223";"21228981";"6259";"2151";"10128741";"34,37";"26";"0";"756054";"11890,1";"3451,5";"178";"36916";"5347,6";"4177";"4,71";"4,89";"4,64";"4,78";"26";"4,77";"8,71"
"Аксессуары для волос / Банты";"2";"2020-01-25";"34,5";"38";"95479";"7084";"10605";"11,11";"13863";"14,52";"8505";"8,91";"61,35";"5567";"988";"17,75";"7392";"1278";"17,29";"105260";"25498194";"5862109";"18,69";"31360303";"82,78";"82,75";"21107405";"21099756";"270909";"193136";"50857625";"71,29";"77";"0";"1040869";"471,6";"326";"30";"2805";"277,51";"250";"4,86";"4,94";"4,81";"4,87";"14";"8,01";"14,7"
"Аксессуары для обуви / Мешки для обуви";"3";"2020-01-25";"34,5";"38";"166515";"11704";"9170";"5,51";"11220";"6,74";"5273";"3,17";"47";"3229";"663";"20,53";"5545";"856";"15,44";"67180";"25490214";"8030820";"23,96";"33521034";"86,96";"86,33";"22166290";"22005702";"191432";"141823";"131468968";"74,09";"85";"0";"1399999";"1437,04";"650";"70";"3413";"486,21";"439";"4,85";"4,93";"4,79";"4,85";"6";"6,41";"11,79"
"Все для садоводства / Таблетки для рассады";"3";"2020-01-25";"29,5";"29,5";"7518";"1023";"282";"3,75";"594";"7,9";"500";"6,65";"84,18";"407";"59";"14,5";"1177";"139";"11,81";"34446";"25479883";"8515394";"25,05";"33995277";"95,95";"95,87";"24447948";"24427564";"21865";"2887";"1989365";"13,2";"19";"0";"58800";"739,11";"517";"69";"12873";"690,84";"564";"4,7";"4,78";"4,61";"4,69";"165";"11,05";"22,79"
"Бытовая техника / Осушители воздуха";"2";"2020-01-31";"25,5";"29";"7240";"1382";"151";"2,09";"233";"3,22";"193";"2,67";"82,83";"291";"57";"19,59";"1219";"126";"10,34";"4120";"25468684";"8981101";"26,07";"34449785";"78,87";"77,67";"20087151";"19781527";"5772";"3249";"20051719";"56,29";"42";"0";"4000000";"13044,76";"5230";"277";"34712";"6259,96";"4109";"4,71";"4,79";"4,61";"4,63";"23";"4,91";"8,44"
"Аксессуары для волос / Диадемы";"2";"2020-01-25";"34,5";"38";"25672";"3073";"3063";"11,93";"3872";"15,08";"2679";"10,44";"69,19";"990";"280";"28,28";"2355";"365";"15,5";"39805";"25425943";"6421902";"20,16";"31847845";"69,24";"69,19";"17604923";"17592210";"83382";"52432";"34841778";"62,88";"63";"0";"900000";"2348,22";"709,5";"101";"15434";"875,59";"653";"4,81";"4,92";"4,73";"4,82";"31";"6,92";"16,24"
"Красота / Пасты для шугаринга";"1";"2020-01-25";"32,5";"36";"14824";"3909";"797";"5,38";"1050";"7,08";"858";"5,79";"81,71";"630";"109";"17,3";"2264";"157";"6,93";"49646";"25303124";"1537731";"5,73";"26840855";"87,47";"87,22";"22132643";"22069385";"64006";"19081";"11258938";"29,81";"39";"0";"335499";"1057,81";"825";"81";"7732";"733,89";"610";"4,68";"4,86";"4,59";"4,72";"17";"10,41";"24,15"
"Декор интерьера / Благовония";"1";"2020-01-25";"29,5";"33";"107377";"9581";"5524";"5,14";"7915";"7,37";"5844";"5,44";"73,83";"1627";"375";"23,05";"3246";"502";"15,47";"79907";"25220830";"5707487";"18,45";"30928317";"91,95";"91,86";"23190553";"23167854";"138216";"73531";"24172294";"53,2";"52";"0";"900000";"1009,15";"474";"24";"12360";"429,48";"269";"4,78";"4,89";"4,71";"4,77";"5";"7,93";"10,32"
"Товары для отдыха и кемпинга / Бактерии для септиков";"2";"2020-01-25";"27,5";"31";"9057";"2252";"568";"6,27";"763";"8,42";"583";"6,44";"76,41";"531";"113";"21,28";"1084";"154";"14,21";"29866";"25219451";"3289976";"11,54";"28509427";"93,62";"93,59";"23610450";"23602884";"60609";"29095";"18619658";"48";"61";"0";"62000";"869,43";"448";"67";"56970";"805,01";"585";"4,82";"4,94";"4,68";"4,73";"87";"11,31";"21,26"
"Автозапчасти / Тормозные диски автомобильные";"1";"2020-10-09";"26,5";"30";"444971";"56030";"5363";"1,21";"6348";"1,43";"1870";"0,42";"29,46";"1106";"201";"18,17";"1291";"251";"19,44";"7975";"25206504";"6168129";"19,66";"31374633";"79,36";"74,8";"20003882";"18854465";"18477";"13542";"61255484";"73,29";"70";"0";"8566151";"7486,44";"5729,5";"147";"28797";"4018,21";"3208,5";"4,69";"4,83";"4,66";"4,74";"3";"4,23";"4,99"
"Мебель малых форм / Столы детские";"1";"2020-01-25";"26,5";"30";"6285";"463";"231";"3,68";"384";"6,11";"288";"4,58";"75";"557";"87";"15,62";"1214";"112";"9,23";"5762";"25205031";"5873872";"18,9";"31078903";"81,49";"80,21";"20539580";"20216955";"4772";"1493";"5771783";"31,29";"25";"0";"640256";"6955,82";"4407";"891";"23880";"4671,72";"4039,5";"4,64";"4,79";"4,55";"4,65";"72";"5,96";"7,74"
"Продукты / Шоколад фигурный";"2";"2020-01-25";"21,5";"25";"31593";"2289";"1778";"5,63";"3762";"11,91";"3158";"10";"83,94";"1173";"238";"20,29";"1672";"323";"19,32";"38563";"25193443";"8254515";"24,68";"33447958";"86,31";"86,15";"21744461";"21704151";"40853";"20391";"15148061";"49,91";"32";"0";"1000000";"1449,72";"657";"70";"14402";"707,49";"521";"4,76";"4,9";"4,69";"4,79";"51";"7,09";"13,79"
"Электрика / Выключатели автоматические";"1";"2020-01-25";"28,5";"32";"160697";"13043";"4281";"2,66";"5174";"3,22";"2473";"1,54";"47,8";"499";"102";"20,44";"1672";"243";"14,53";"40734";"25141900";"4708595";"15,77";"29850495";"91,48";"90,92";"22999810";"22859015";"65501";"38343";"34989394";"58,54";"48";"0";"7398273";"3915,57";"1762,5";"63";"12496";"1110,6";"697";"4,85";"4,94";"4,81";"4,88";"7";"7,28";"12,66"
"Садовая техника / Двигатели для садовой техники";"2";"2021-02-09";"19,5";"23";"5123";"802";"227";"4,43";"358";"6,99";"243";"4,74";"67,88";"166";"50";"30,12";"633";"81";"12,8";"3010";"25056579";"14779684";"37,1";"39836263";"90,91";"90,91";"22778936";"22778936";"3424";"1776";"10401178";"51,87";"34";"0";"984565";"15470,46";"9200";"112";"87697";"9727,53";"7308";"4,76";"4,86";"4,69";"4,72";"61";"3,07";"5,55"
"Товары для малышей / Конверты для пеленания";"1";"2020-01-25";"26,5";"30";"5426";"637";"743";"13,69";"869";"16,02";"698";"12,86";"80,32";"317";"82";"25,87";"786";"87";"11,07";"34498";"25029872";"2471889";"8,99";"27501761";"80,7";"79,86";"20199107";"19988856";"58224";"24947";"17611117";"42,85";"51";"0";"39000";"1019,96";"726";"235";"9375";"887,95";"723";"4,81";"4,9";"4,71";"4,78";"47";"4,47";"22,84"
"Техника для кухни / Автоклавы для консервирования";"1";"2020-08-30";"24,5";"28";"2777";"213";"152";"5,47";"228";"8,21";"185";"6,66";"81,14";"106";"27";"25,47";"345";"42";"12,17";"2238";"24973870";"2687385";"9,72";"27661255";"86,87";"85,84";"21694801";"21437570";"1682";"439";"5321938";"26,1";"23";"0";"900000";"10653,95";"7127";"255";"35520";"11862,01";"11450";"4,69";"4,82";"4,6";"4,7";"29";"4,57";"7,37"
"Здоровье / Дезинфицирующие средства";"1";"2020-01-25";"31";"34,5";"26339";"2259";"1098";"4,17";"1797";"6,82";"1393";"5,29";"77,52";"1849";"255";"13,79";"3013";"314";"10,42";"37406";"24956075";"4892543";"16,39";"29848618";"92,75";"92,74";"23146760";"23144264";"42359";"16976";"12976677";"40,08";"34";"0";"1000000";"2147,61";"759";"68";"9184";"837,35";"627";"4,82";"4,95";"4,76";"4,86";"19";"11,74";"20,92"
"Бытовая техника / Вентиляторы";"3";"2020-01-25";"25,5";"29";"189602";"46864";"5256";"2,77";"6270";"3,31";"2743";"1,45";"43,75";"5531";"649";"11,73";"11827";"1101";"9,31";"25749";"24946725";"9002397";"26,52";"33949122";"86,2";"85,32";"21504077";"21284546";"216147";"194236";"331162187";"89,86";"252";"0";"1700600";"3432,1";"1562,5";"75";"70800";"1523,99";"724";"4,51";"4,7";"4,43";"4,57";"8";"6,34";"8,14"
"Электроинструмент и оборудование / Гибочные станки";"2";"2021-04-07";"31,5";"35";"3437";"356";"270";"7,86";"394";"11,46";"278";"8,09";"70,56";"151";"47";"31,13";"532";"62";"11,65";"4201";"24929729";"1044518";"4,02";"25974247";"89,29";"87,66";"22259755";"21853400";"4972";"2144";"3660212";"43,12";"36";"0";"5187000";"10746,91";"3553";"153";"63297";"5691,3";"2747";"4,76";"4,86";"4,69";"4,76";"10";"4,92";"7,9"
"Игрушки / Мозаики";"2";"2020-01-25";"28,5";"32";"113254";"11160";"2013";"1,78";"2587";"2,28";"1551";"1,37";"59,95";"1773";"218";"12,3";"3441";"291";"8,46";"39742";"24876729";"2335045";"8,58";"27211774";"92,25";"91,98";"22948783";"22881615";"78439";"43980";"27734017";"56,07";"59";"0";"1000000";"1189,66";"685";"52";"5402";"558,39";"428";"4,8";"4,89";"4,75";"4,79";"29";"7,85";"13,77"
"Спортивные аксессуары / Шапки спортивные";"3";"2020-01-25";"27,5";"31";"29392";"10474";"2231";"7,59";"2872";"9,77";"2152";"7,32";"74,93";"860";"259";"30,12";"1236";"289";"23,38";"28873";"24827546";"8019575";"24,41";"32847121";"48,8";"45,6";"12115842";"11321361";"45589";"24846";"20091019";"54,5";"47";"0";"855000";"1229,99";"1013";"84";"7423";"1158,44";"1051";"4,79";"4,88";"4,7";"4,78";"11";"5,32";"21,95"
"Красота / Временные татуировки и стразы";"2";"2020-01-25";"27,5";"31";"95692";"14734";"6041";"6,31";"7380";"7,71";"5067";"5,3";"68,66";"1322";"353";"26,7";"2693";"459";"17,04";"105975";"24807355";"5264337";"17,51";"30071692";"88,16";"87,95";"21870164";"21818069";"235214";"137152";"30463000";"58,31";"67";"0";"900000";"942,83";"352";"24";"7168";"229,22";"190";"4,73";"4,81";"4,64";"4,67";"42";"7,83";"14,67"
"Продукты / Цикорий";"1";"2020-01-25";"21,5";"25";"11323";"462";"559";"4,94";"1043";"9,21";"884";"7,81";"84,76";"327";"125";"38,23";"915";"218";"23,83";"48426";"24776336";"5506750";"18,18";"30283086";"95,65";"95,58";"23698565";"23681222";"30993";"9282";"4867854";"29,95";"19";"0";"75100";"865,5";"546";"94";"3887";"525,58";"441";"4,89";"4,97";"4,82";"4,87";"83";"10,07";"20,79"
"Бижутерия / Значки";"2";"2020-01-25";"28,5";"32";"1267146";"85189";"38566";"3,04";"55720";"4,4";"27548";"2,17";"49,44";"2823";"890";"31,53";"4902";"1120";"22,85";"106192";"24754738";"7629733";"23,56";"32384471";"89,38";"88,85";"22125785";"21994585";"246033";"180960";"46353521";"73,55";"70";"0";"1000000";"310,45";"240";"15";"33808";"230,35";"185";"4,93";"4,95";"4,89";"4,89";"4";"7,34";"5,51"
"Смартфоны и гаджеты / Фитнес-браслеты";"1";"2020-01-25";"24,5";"28";"36434";"2377";"682";"1,87";"965";"2,65";"571";"1,57";"59,17";"2018";"68";"3,37";"3101";"204";"6,58";"7265";"24735991";"19426273";"43,99";"44162264";"80,21";"79,17";"19840738";"19583484";"8948";"4754";"17777876";"53,13";"37";"0";"2501250";"4137,15";"2878";"102";"47624";"4018,39";"2958";"4,1";"4,45";"4,05";"4,38";"11";"5,01";"8,98"
"Мебель садовая / Столы садовые";"2";"2020-06-28";"26,5";"30";"7534";"913";"177";"2,35";"290";"3,85";"207";"2,75";"71,38";"600";"67";"11,17";"1122";"94";"8,38";"7876";"24708930";"6742825";"21,44";"31451755";"84,62";"83,33";"20908697";"20589951";"8969";"3174";"10641480";"35,39";"34";"0";"472027";"8575,34";"5100,5";"1113";"29550";"4139,98";"3566";"4,74";"4,84";"4,67";"4,74";"85";"5,79";"7,09"
"Красота / Отбеливающие средства для зубов";"1";"2020-01-25";"31";"34,5";"25600";"9183";"516";"2,02";"722";"2,82";"553";"2,16";"76,59";"1053";"132";"12,54";"2622";"218";"8,31";"37938";"24541740";"4445125";"15,33";"28986865";"89,31";"89,27";"21918228";"21908411";"101223";"68545";"46011546";"67,72";"80";"0";"192077";"1125,99";"527";"37";"13457";"1439,84";"681";"4,54";"4,8";"4,44";"4,62";"54";"13,73";"22,22"
"Для праздника / Медали подарочные";"2";"2020-01-25";"32,5";"36";"141650";"23339";"6133";"4,33";"8451";"5,97";"4616";"3,26";"54,62";"1527";"253";"16,57";"1931";"327";"16,93";"47306";"24531184";"5366657";"17,95";"29897841";"87,62";"87,26";"21494223";"21405911";"104403";"68689";"34928461";"65,79";"66";"0";"900000";"846,4";"520";"19";"34684";"597,64";"449";"4,9";"4,95";"4,86";"4,88";"14";"7,94";"12,27"
